,Sentences,Perplexities (ckpt 866),Perplexities (ckpt 1732),Perplexities (ckpt 2598),Perplexities (ckpt 3464),Perplexities (ckpt 4330),Perplexities (ckpt 5196),Perplexities (ckpt 6062),Perplexities (ckpt 6928),Perplexities (ckpt 7794),Perplexities (ckpt 8660)
0,"Es ist nicht, was du denkst.",18.511667251586914,11.99252986907959,14.539039611816406,14.142273902893066,14.403694152832031,13.646045684814453,12.269643783569336,11.30707836151123,10.719603538513184,10.741908073425293
1,"Ich lasse gern den Pelz, das Gefieder, und die Schuppen hinter mir.",393.7948303222656,306.3476257324219,232.6190948486328,201.8164825439453,222.4626922607422,219.08631896972656,265.4744567871094,297.64794921875,198.07952880859375,211.95394897460938
2,Es wollten aber etliche ihn greifen; aber niemand legte die Hand an ihn.,636.6288452148438,299.1272277832031,352.52325439453125,313.2945556640625,203.04080200195312,228.64736938476562,170.5037384033203,183.74697875976562,155.13760375976562,156.5431671142578
3,Ist okay.,111.3002700805664,132.869140625,184.04669189453125,131.91482543945312,74.31755828857422,76.71501159667969,62.05314636230469,83.08943176269531,71.78006744384766,73.63471984863281
4,Schauen Sie sich weitere große Spiele für Ihr iPad an iPadCasinoApp.com,1094.04296875,611.16943359375,390.37945556640625,299.55218505859375,365.2704772949219,306.7226867675781,316.1606140136719,278.4132385253906,241.18453979492188,265.0126953125
5,Trautes Heim...,18064.818359375,20678.396484375,5219.90771484375,5139.57421875,3819.115478515625,6820.13671875,7904.6796875,6090.48681640625,7851.01513671875,8624.1494140625
6,"Letztes Jahr hat die New York Times eine Studie veröffentlicht, die die Regierung durchgeführt hat.",262.2135009765625,136.0431365966797,70.88175201416016,71.27385711669922,52.26488494873047,37.29729461669922,29.31377410888672,21.470911026000977,20.37089729309082,21.058502197265625
7,"Und der fünfte Engel goß aus seine Schale auf den Stuhl des Tiers; und sein Reich ward verfinstert, und sie zerbissen ihre Zungen vor Schmerzen",1275.3155517578125,659.2869873046875,514.64453125,415.5787658691406,293.80999755859375,268.6026306152344,239.95436096191406,244.02532958984375,259.851806640625,265.9825744628906
8,"Deshalb schlage ich Ihnen vor, dass weniger Zeug und weniger Platz zu einem kleineren Fussabdruck führen werden.",655.757568359375,431.34771728515625,412.46368408203125,346.41986083984375,192.5277099609375,236.51904296875,189.05018615722656,173.73245239257812,141.42059326171875,158.0173797607422
9,Die bleibt schön hier.,598.8033447265625,305.3494873046875,307.04608154296875,350.51422119140625,266.63311767578125,356.2709045410156,270.732421875,207.5287628173828,214.235107421875,228.1538848876953
10,- Wo zum Teufel sind wir?,163.01309204101562,28.177146911621094,12.766264915466309,13.021535873413086,14.53347396850586,11.943329811096191,11.080437660217285,11.770957946777344,11.22635555267334,9.987549781799316
11,"Es ist verführerisch – wenn man das einmal erkannt hat – es ist verführerisch immer das gleiche Gedicht zu schreiben, oder immer die gleiche Geschichte zu erzählen, immer und immer wieder, wenn man einmal erkannt hat, dass es einem Applaus bringt.",294.7513122558594,176.29727172851562,150.6444091796875,179.05133056640625,110.0956802368164,116.73905181884766,115.74633026123047,106.19459533691406,94.78750610351562,94.13785552978516
12,Benutzername einfügen,49994.859375,176027.5625,72117.5234375,185448.46875,43024.09375,32239.111328125,50557.55859375,74733.625,50298.0546875,72318.6328125
13,"Wir alle haben Körper, oder?",103.21273040771484,119.19368743896484,76.90705108642578,68.1464614868164,74.72389221191406,55.828102111816406,50.47221374511719,50.343570709228516,54.2104606628418,53.43278884887695
14,IHR ADDEFEND STATUS ZUR DATENERFASSUNG:,6251.470703125,10300.3193359375,7915.57275390625,10653.1318359375,10091.685546875,6708.76171875,7408.08984375,6912.3466796875,7741.88916015625,7680.095703125
15,Woher wissen Sie das?,75.1957015991211,30.763410568237305,25.328392028808594,11.502222061157227,12.173937797546387,11.489136695861816,10.046427726745605,9.618656158447266,10.855480194091797,9.941018104553223
