,Sentences,Perplexities (ckpt 913),Perplexities (ckpt 1826),Perplexities (ckpt 2739),Perplexities (ckpt 3652),Perplexities (ckpt 4565),Perplexities (ckpt 5478),Perplexities (ckpt 6391),Perplexities (ckpt 7304),Perplexities (ckpt 8217),Perplexities (ckpt 9130)
0,"Es ist nicht, was du denkst.",19.345651626586914,12.178093910217285,10.627928733825684,11.607545852661133,12.13381290435791,10.097243309020996,14.409966468811035,12.93436050415039,9.995152473449707,10.98680305480957
1,"Ich lasse gern den Pelz, das Gefieder, und die Schuppen hinter mir.",272.05059814453125,210.0762939453125,175.10531616210938,164.0592041015625,227.6384735107422,236.1043701171875,161.27774047851562,138.71437072753906,137.6871337890625,134.31719970703125
2,Es wollten aber etliche ihn greifen; aber niemand legte die Hand an ihn.,754.71484375,419.2935791015625,279.0331115722656,278.1045227050781,259.0426025390625,237.98770141601562,215.96273803710938,202.10838317871094,144.59669494628906,139.90374755859375
3,Ist okay.,50.3346061706543,61.00496292114258,121.09300994873047,103.3859634399414,102.25591278076172,52.479942321777344,59.5943717956543,79.59867095947266,63.131282806396484,68.58697509765625
4,Schauen Sie sich weitere große Spiele für Ihr iPad an iPadCasinoApp.com,1062.2913818359375,775.510498046875,450.4517517089844,294.6034851074219,367.4869384765625,324.0457458496094,156.9110870361328,228.72640991210938,246.4477996826172,236.7482147216797
5,Trautes Heim...,4471.833984375,9855.9375,12081.0458984375,14602.140625,15802.431640625,10483.73046875,8042.00390625,10574.8056640625,9736.654296875,8840.4189453125
6,"Letztes Jahr hat die New York Times eine Studie veröffentlicht, die die Regierung durchgeführt hat.",241.1395721435547,107.96643829345703,71.6744155883789,54.16510009765625,49.799766540527344,34.66686248779297,32.48163604736328,29.550039291381836,27.774124145507812,27.234222412109375
7,"Und der fünfte Engel goß aus seine Schale auf den Stuhl des Tiers; und sein Reich ward verfinstert, und sie zerbissen ihre Zungen vor Schmerzen",832.5355224609375,428.14117431640625,436.6621398925781,260.38800048828125,216.1326141357422,219.94171142578125,192.10284423828125,157.5920867919922,163.2017059326172,147.6549072265625
8,"Deshalb schlage ich Ihnen vor, dass weniger Zeug und weniger Platz zu einem kleineren Fussabdruck führen werden.",765.5755004882812,339.2912902832031,307.18023681640625,280.0918273925781,215.52099609375,177.67742919921875,187.31869506835938,152.9312286376953,168.10494995117188,136.23716735839844
9,Die bleibt schön hier.,497.8712158203125,371.0653076171875,328.46435546875,214.6715545654297,247.49957275390625,192.91854858398438,194.46444702148438,134.84439086914062,129.00262451171875,137.34385681152344
10,- Wo zum Teufel sind wir?,77.19446563720703,41.016666412353516,17.770709991455078,15.57190990447998,10.874175071716309,11.739663124084473,12.369107246398926,11.18844985961914,11.854299545288086,10.567060470581055
11,"Es ist verführerisch – wenn man das einmal erkannt hat – es ist verführerisch immer das gleiche Gedicht zu schreiben, oder immer die gleiche Geschichte zu erzählen, immer und immer wieder, wenn man einmal erkannt hat, dass es einem Applaus bringt.",334.2001037597656,134.1765594482422,112.0527572631836,104.22142791748047,75.39173889160156,73.04357147216797,74.1568832397461,63.78165817260742,55.95482635498047,55.27912902832031
12,Benutzername einfügen,18744.2109375,3862.99560546875,3282.5615234375,5928.9931640625,1004.5202026367188,1947.985595703125,2371.802978515625,2188.483642578125,1847.6527099609375,1657.0096435546875
13,"Wir alle haben Körper, oder?",83.68690490722656,131.39463806152344,103.49996185302734,59.44038391113281,57.96181106567383,59.405555725097656,53.40941619873047,47.92466735839844,40.64657211303711,44.595550537109375
14,IHR ADDEFEND STATUS ZUR DATENERFASSUNG:,2346.315673828125,2995.971923828125,1720.312255859375,1711.60302734375,1505.5465087890625,1069.44189453125,1273.250244140625,1344.7364501953125,1325.0238037109375,1117.1021728515625
15,Woher wissen Sie das?,104.42623138427734,37.318973541259766,17.30055809020996,13.523884773254395,12.085169792175293,10.948968887329102,11.87100601196289,8.692224502563477,10.05475902557373,9.372028350830078
16,"Wenn wenn Sie jemals in einem Meeting waren wo Sie irgendwie ""Meeting Schlappschwanz"" gespielt haben, Sie sitzen da, gucken die Person an und warten, dass sie wegguckt und dann plötzlich das Gerät checkt.",600.5916748046875,356.3008117675781,300.1592712402344,276.8524475097656,173.9648895263672,193.8315887451172,171.79464721679688,148.22914123535156,132.25958251953125,129.771484375
17,Sind Sie sicher?,87.2394027709961,68.66342163085938,24.01854705810547,24.979755401611328,16.732114791870117,15.733108520507812,21.637989044189453,18.88540267944336,22.08700180053711,20.447019577026367
18,"Und er sprach zu ihnen: Wer sich scheidet von seinem Weibe und freit eine andere, der bricht die Ehe an ihr;",294.4508361816406,178.1007843017578,115.90362548828125,110.91748809814453,99.68778991699219,106.89019012451172,81.408203125,67.77915954589844,73.13213348388672,74.79322052001953
