,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,Hangisi?,11.02181339263916,10.05662727355957,10.919637680053711,10.87234115600586,10.665504455566406,11.707714080810547,11.093132019042969,10.887273788452148,11.48878288269043,11.528099060058594
1,"Kürkü, tüyleri ve pulları geride bırakmayı severim.",83.50529479980469,77.39920043945312,71.4471664428711,75.13194274902344,70.85508728027344,67.9957046508789,67.35226440429688,67.35865020751953,67.41327667236328,66.77757263183594
2,"Bazıları Onu yakalamak istedilerse de, kimse Ona el sürmedi.",84.68138122558594,80.10334777832031,76.14441680908203,76.30523681640625,75.9112319946289,74.70630645751953,72.2987060546875,74.86027526855469,73.37895202636719,72.08941650390625
3,Sorun değil.,11.209892272949219,10.737470626831055,9.610544204711914,9.79626178741455,8.723297119140625,9.700616836547852,9.739790916442871,8.982467651367188,9.293729782104492,9.331292152404785
4,adresinden iPad için daha büyük bir Oyunlar göz atın iPadCasinoApp.com,123.26236724853516,106.79226684570312,105.46127319335938,98.78654479980469,92.95127868652344,95.1676025390625,87.27822875976562,92.48310852050781,93.28318786621094,91.92868041992188
5,Evim evim güzel evim.,42.06287384033203,42.62511444091797,43.356719970703125,40.51544189453125,37.482547760009766,37.46760940551758,31.201383590698242,32.608741760253906,29.725460052490234,29.064064025878906
6,"Geçen sene, New York Times hükümetin yaptığı bir araştırmayı yayınladı,",74.90845489501953,71.644775390625,63.8575439453125,64.45103454589844,61.42483901977539,58.178863525390625,56.23443603515625,58.457618713378906,57.9565315246582,56.803375244140625
7,Beşinci melek tasını canavarın tahtına boşalttı. Canavarın egemenliği karanlığa gömüldü. İnsanlar ıstıraptan dillerini ısırdılar.,188.17889404296875,176.61865234375,172.44203186035156,170.87008666992188,168.17079162597656,166.6767120361328,170.30178833007812,170.59457397460938,168.13116455078125,167.81089782714844
8,"Öyleyse, daha az eşyanın ve daha az alanın daha az ayak izi demek olacağını söyleyebiliriz.",112.33821105957031,116.28162384033203,109.97846221923828,104.52477264404297,101.49559020996094,103.63136291503906,99.7524642944336,98.09120178222656,100.14057922363281,98.83197021484375
9,Hiçbir yere gitmiyor.,21.924518585205078,17.58898162841797,16.729217529296875,15.380348205566406,14.489432334899902,13.099386215209961,12.773377418518066,13.226985931396484,12.300737380981445,13.10150146484375
10,Biz neredeyiz böyle?,29.61638641357422,24.00462532043457,26.373985290527344,24.154264450073242,25.64809799194336,23.304471969604492,23.704933166503906,25.143815994262695,24.221662521362305,23.99224853515625
11,"Bir kere farkettiğinizde aynı tür şiiri yazmak işten değil, ya da aynı hikayeyi tekrar tekrar anlatmak, bu türün size alkış getireceğini farkettiğinizde.",194.08599853515625,180.39266967773438,178.46096801757812,172.95579528808594,171.01889038085938,163.8345184326172,160.79550170898438,163.90689086914062,161.91790771484375,161.72296142578125
12,Kullanıcı adınızı giriniz,31.81899642944336,27.786977767944336,23.80297088623047,19.162996292114258,21.117353439331055,16.118663787841797,18.966249465942383,18.293563842773438,18.080442428588867,16.569652557373047
13,"Hepimizin vücudu var, değil mi? Bir toplantı mı kaçırdım?",64.20182037353516,66.09988403320312,61.92208480834961,58.74903106689453,59.90312957763672,60.57451629638672,58.20888900756836,57.84412384033203,56.42734909057617,58.329124450683594
14,Giriş Kayıt ol,25.059539794921875,23.510581970214844,20.276763916015625,22.625171661376953,19.305057525634766,19.155485153198242,18.665584564208984,19.10226821899414,19.133378982543945,19.92257308959961
15,Bunu nereden biliyorsunuz?,20.173263549804688,17.638080596923828,14.570119857788086,13.587903022766113,14.433891296386719,14.319235801696777,14.614444732666016,13.740741729736328,13.038390159606934,12.899593353271484
16,"Hani bir görüşmede sanki karşınızdakine kafa tutarmış gibi olursunuz ya, oturup, karşınızdakinin yüzüne bakıp, başka yöne dönmesini beklersiniz, sonra da hemen cihazınızı kontrol edersiniz.",273.19964599609375,249.6383514404297,235.45843505859375,232.2247772216797,230.70091247558594,228.09934997558594,217.88673400878906,214.14794921875,210.13900756835938,208.5712432861328
17,Emin misin?,10.151591300964355,13.50074291229248,8.953954696655273,9.119126319885254,9.291535377502441,9.2428560256958,10.505785942077637,9.677927017211914,9.832216262817383,9.870756149291992
18,"İsa onlara, ‹‹Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur›› dedi.",139.807861328125,130.48165893554688,128.8964080810547,125.76541900634766,115.31700134277344,116.30316925048828,116.01741027832031,110.63829803466797,111.65196990966797,112.12535858154297
19,Son birkaç yılımı insan motivasyonu bilimini incelemeye ayırdım. Özellikle de dışsal ve içsel motive edicileri incelemeye.,172.68695068359375,171.73013305664062,155.0335693359375,152.9285125732422,148.64300537109375,145.24745178222656,143.49160766601562,137.61032104492188,136.47760009765625,137.0635223388672
20,"Birkaç hafta önce, Ben evangelize her müminin sorumluluk Kampüs Outreach Ulusal Konferansında konuştu. Benim metin oldu 2 Corinthians 5:18-21. İşte o oturumdaki bir video.",322.300537109375,308.22998046875,300.9139099121094,294.2943115234375,286.0090026855469,288.2633972167969,284.63519287109375,280.5992126464844,272.7913513183594,273.52593994140625
21,Neden koruyacakmışım?,30.081512451171875,25.250778198242188,22.197355270385742,21.083181381225586,21.907886505126953,21.000690460205078,21.155433654785156,21.14642333984375,21.450271606445312,21.26706314086914
22,"Eğer bunu kabul etmek isterseniz, gelecek olan İlyas odur.",69.51258087158203,61.824188232421875,65.51181030273438,61.639930725097656,60.40435028076172,59.41862487792969,58.332706451416016,55.48993682861328,57.212646484375,56.00497055053711
