,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,"Es ist nicht, was du denkst.",1.217303991317749,1.0883597135543823,1.1562660932540894,1.0301272869110107,1.0949199199676514,1.0941177606582642,1.0554083585739136,1.0193116664886475,1.0512700080871582,1.009677767753601
1,"Ich lasse gern den Pelz, das Gefieder, und die Schuppen hinter mir.",2.032827377319336,1.8574987649917603,1.7894952297210693,1.872037649154663,1.8865578174591064,1.8713289499282837,1.8376764059066772,1.778272032737732,1.7163571119308472,1.7417173385620117
2,Es wollten aber etliche ihn greifen; aber niemand legte die Hand an ihn.,1.8678175210952759,1.738319993019104,1.6134799718856812,1.6610108613967896,1.6155129671096802,1.624729037284851,1.662900686264038,1.5674997568130493,1.5401190519332886,1.5575066804885864
3,Ist okay.,1.9889894723892212,2.2834975719451904,2.361480712890625,2.2318058013916016,2.088804006576538,2.253176689147949,2.2606475353240967,1.965787649154663,2.112377405166626,2.1131038665771484
4,Schauen Sie sich weitere große Spiele für Ihr iPad an iPadCasinoApp.com,2.0428736209869385,1.7976347208023071,1.6042498350143433,1.625924825668335,1.6759511232376099,1.5942683219909668,1.604789137840271,1.6470685005187988,1.6153030395507812,1.5987714529037476
5,Trautes Heim...,3.755535125732422,3.263964891433716,3.2112820148468018,3.3750219345092773,3.262112855911255,3.454838275909424,3.085625410079956,3.3229689598083496,3.3360869884490967,3.3753139972686768
6,"Letztes Jahr hat die New York Times eine Studie veröffentlicht, die die Regierung durchgeführt hat.",1.3699709177017212,1.1341980695724487,1.0453943014144897,0.9681238532066345,0.8982542753219604,0.8726630210876465,0.8081350922584534,0.7845886945724487,0.756855309009552,0.7520730495452881
7,"Und der fünfte Engel goß aus seine Schale auf den Stuhl des Tiers; und sein Reich ward verfinstert, und sie zerbissen ihre Zungen vor Schmerzen",2.064044713973999,1.9797450304031372,1.8557168245315552,1.7089595794677734,1.7657493352890015,1.6721997261047363,1.712786316871643,1.7367089986801147,1.7150838375091553,1.6499544382095337
8,"Deshalb schlage ich Ihnen vor, dass weniger Zeug und weniger Platz zu einem kleineren Fussabdruck führen werden.",1.7593615055084229,1.5904157161712646,1.4725233316421509,1.452391266822815,1.4104368686676025,1.376621961593628,1.3758409023284912,1.3064762353897095,1.278273344039917,1.2692222595214844
9,Die bleibt schön hier.,1.586989164352417,1.7381161451339722,1.9000955820083618,1.7459943294525146,1.6462292671203613,1.6133900880813599,1.720367670059204,1.6249558925628662,1.623550295829773,1.6324797868728638
10,- Wo zum Teufel sind wir?,1.779299259185791,1.4669244289398193,1.211791753768921,1.086126446723938,0.9799251556396484,1.0012357234954834,1.0606271028518677,0.9777136445045471,1.0114123821258545,0.9890260100364685
11,"Es ist verführerisch – wenn man das einmal erkannt hat – es ist verführerisch immer das gleiche Gedicht zu schreiben, oder immer die gleiche Geschichte zu erzählen, immer und immer wieder, wenn man einmal erkannt hat, dass es einem Applaus bringt.",1.4673477411270142,1.3354637622833252,1.2981785535812378,1.2543586492538452,1.2376525402069092,1.2249553203582764,1.1797261238098145,1.1954072713851929,1.1475911140441895,1.1553738117218018
12,Benutzername einfügen,1.642744779586792,1.4766478538513184,1.4823139905929565,1.5213074684143066,1.5572843551635742,1.503278136253357,1.4715012311935425,1.4471831321716309,1.499146819114685,1.4882820844650269
13,"Wir alle haben Körper, oder?",1.608799934387207,1.5874691009521484,1.4599976539611816,1.418039321899414,1.4260772466659546,1.461364984512329,1.3690060377120972,1.3340884447097778,1.345782995223999,1.3417450189590454
14,IHR ADDEFEND STATUS ZUR DATENERFASSUNG:,2.940720319747925,3.0229053497314453,2.934530258178711,2.7318363189697266,2.822129249572754,2.8456037044525146,2.7490055561065674,2.7503340244293213,2.760280132293701,2.7264862060546875
15,Woher wissen Sie das?,1.4915279150009155,1.0218629837036133,0.8941043615341187,0.7563297152519226,0.9121137857437134,0.7496418952941895,0.8394172787666321,0.8084701299667358,0.7551078796386719,0.7576786875724792
16,"Wenn wenn Sie jemals in einem Meeting waren wo Sie irgendwie ""Meeting Schlappschwanz"" gespielt haben, Sie sitzen da, gucken die Person an und warten, dass sie wegguckt und dann plötzlich das Gerät checkt.",1.904007911682129,1.8219231367111206,1.7249023914337158,1.6810108423233032,1.6209839582443237,1.6327778100967407,1.5738598108291626,1.583099603652954,1.5204167366027832,1.5240521430969238
17,Sind Sie sicher?,1.8113596439361572,1.2547993659973145,1.0901479721069336,1.1052106618881226,1.0073378086090088,0.9345897436141968,0.9686877727508545,1.081714391708374,1.0023075342178345,0.9843745231628418
