,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,الأمر ليس كما تعتقدينه,2.348756790161133,2.0001747608184814,1.9441853761672974,1.9573302268981934,1.7976634502410889,1.7866665124893188,1.617255687713623,1.6660221815109253,1.5636571645736694,1.527376413345337
1,أود تناسي الفروة والريش والقشور.,3.8685452938079834,3.7260537147521973,3.6586570739746094,3.7108304500579834,3.628279447555542,3.6209795475006104,3.560356616973877,3.5293595790863037,3.448669910430908,3.561880111694336
2,وكان قوم منهم يريدون ان يمسكوه ولكن لم يلق احد عليه الايادي,2.7575268745422363,2.41937255859375,2.417712926864624,2.1641135215759277,2.034064769744873,2.0535874366760254,2.0628647804260254,2.0113983154296875,2.0610833168029785,1.9937701225280762
3,أوه، أنها على ما يرام.,1.9854918718338013,1.7894889116287231,1.8433585166931152,1.6661878824234009,1.5552096366882324,1.4211182594299316,1.4542711973190308,1.407608151435852,1.3923907279968262,1.3882737159729004
4,تحقق من الألعاب أكثر عظيمة لباد الخاص بك في iPadCasinoApp.com,2.6970629692077637,2.5114693641662598,2.5068864822387695,2.481752634048462,2.5958759784698486,2.3961434364318848,2.3543970584869385,2.3411967754364014,2.2449734210968018,2.242513656616211
5,مرحبًا بالعودة إلى المنزل,1.7350455522537231,1.5134129524230957,1.3488742113113403,1.4471486806869507,1.4179009199142456,1.2886725664138794,1.3079689741134644,1.2295531034469604,1.2808847427368164,1.307240605354309
6,"ففي العام الماضي، نشرت ""صحيفة نيويورك تايمز"" دراسة قامت بها الحكومة.",2.410069227218628,2.336833953857422,2.1728904247283936,1.9347041845321655,1.9849191904067993,1.9515342712402344,1.689914584159851,1.8447167873382568,1.7213119268417358,1.7149364948272705
7,ثم سكب الملاك الخامس جامه على عرش الوحش فصارت مملكته مظلمة وكانوا يعضّون على ألسنتهم من الوجع,2.9658608436584473,2.8549442291259766,2.8332269191741943,2.7115275859832764,2.6418673992156982,2.715421438217163,2.6668736934661865,2.6612660884857178,2.640927314758301,2.6586456298828125
8,لذا أقترح أن أمتعة أقل في مساحة أصغر تشغل حيزًا أصغر,3.0045526027679443,2.788947582244873,2.756396770477295,2.63169264793396,2.7014501094818115,2.6635305881500244,2.501095771789551,2.576373338699341,2.528909683227539,2.5247976779937744
9,إنها لن تذهب إلى أي مكان,1.8654996156692505,1.5996854305267334,1.602145791053772,1.5531249046325684,1.3627012968063354,1.3945115804672241,1.3133000135421753,1.1949182748794556,1.1660637855529785,1.1855442523956299
10,أين نحنُ بحق الجحيم؟,2.2372236251831055,1.8866398334503174,1.5959848165512085,1.6093149185180664,1.4693604707717896,1.4812960624694824,1.5358965396881104,1.518027901649475,1.4859373569488525,1.466292381286621
11,إنه أمرٌ مغري -- بمجرد أن تعي هذا -- انه مغرٍ ان تستمر بكتابة نفس القصيدة او ان تقص نفس القصة مرة تلو الاخرى ما ان تعي ان تلك القصة حين ستُقص سوف تنال التصفيق,2.7969603538513184,2.7053775787353516,2.590423345565796,2.515137195587158,2.458880662918091,2.4831156730651855,2.4607644081115723,2.4521939754486084,2.459728956222534,2.4504547119140625
12,ادخل اسم المستخدم,1.8504527807235718,2.119114398956299,1.7347724437713623,1.5370196104049683,1.5461254119873047,1.3953670263290405,1.4287207126617432,1.347792625427246,1.3008482456207275,1.2781296968460083
13,جميعنا لدينا أجساد، أليس كذلك؟ هل فاتني اجتماع؟,2.2262122631073,2.122710943222046,2.052016258239746,2.088095188140869,1.9363106489181519,1.8728525638580322,1.8076518774032593,1.83475661277771,1.7612197399139404,1.7534918785095215
14,سجل الدخول أدناه للانضمام:,2.1302719116210938,2.01881742477417,2.005352020263672,1.662411093711853,1.822974443435669,1.7688508033752441,1.8319292068481445,1.7819584608078003,1.8202348947525024,1.8810368776321411
15,-كيف عرفتي ذلك؟,2.9910647869110107,2.8329215049743652,2.053938865661621,2.011216402053833,2.255265235900879,1.8489880561828613,1.901679515838623,1.7351173162460327,1.7673752307891846,1.7675132751464844
16,اذا كنت فى اجتماع من قبل، يتوفر فيه نوع من المرح كنت جالسا هناك ، تنظر الى شخص ،منتظراً منه أن ينظر بعيدا ، ثم سريعا تتحقق من الجهاز.,2.5422627925872803,2.477426528930664,2.433581829071045,2.364036798477173,2.2683849334716797,2.2319748401641846,2.2379488945007324,2.2322168350219727,2.1972806453704834,2.200514554977417
17,هل أنت متأكد؟,2.077744960784912,1.7549046277999878,1.292291283607483,1.2693856954574585,1.1687629222869873,1.4385623931884766,1.3113200664520264,1.219017505645752,1.258537769317627,1.2724519968032837
18,فقال لهم من طلّق امرأته وتزوج باخرى يزني عليها.,3.294004201889038,3.19679594039917,3.1071624755859375,2.9146294593811035,2.8466904163360596,2.7035205364227295,2.720288038253784,2.6528987884521484,2.7026069164276123,2.651583671569824
19,قضيت السنتين الأخيرتين أبحث في علم تحفيز الإنسان. وبالتحديد في القوى المحركة للمحفزات الخارجية والمحفزات الذاتية.,2.5446760654449463,2.339946746826172,2.3004095554351807,2.2833220958709717,2.163440227508545,1.9825266599655151,1.962098240852356,1.8684948682785034,1.8232262134552002,1.82857346534729
20,"منذ أسبوعين, تحدثت في المؤتمر الوطني الحرم الجامعي التوعية حول مسؤولية كل مؤمن لتنصير. كان لي النص 2 كورينثيانز 5:18-21. وهنا فيديو من تلك الدورة.",2.79565167427063,2.694474935531616,2.6549153327941895,2.590071201324463,2.5210659503936768,2.4605584144592285,2.48490571975708,2.4611458778381348,2.461616277694702,2.433417320251465
21,لماذا أفعل ؟,1.7022968530654907,1.8632084131240845,1.9547566175460815,1.9113422632217407,1.8573665618896484,2.1822869777679443,2.00414776802063,2.1225545406341553,2.0610456466674805,2.0299313068389893
22,وان اردتم ان تقبلوا فهذا هو ايليا المزمع ان ياتي.,2.8883752822875977,2.9370481967926025,2.5722482204437256,2.5260658264160156,2.573955774307251,2.6566174030303955,2.4613230228424072,2.4841513633728027,2.5145561695098877,2.5005056858062744
23,ماذا يعني؟,1.826690673828125,1.9147027730941772,2.055539608001709,1.9478832483291626,1.7804328203201294,1.9727225303649902,1.9550533294677734,1.8009194135665894,1.932146668434143,1.9087861776351929
24,ماذا تقول لي؟,2.1044647693634033,1.7091234922409058,1.7923505306243896,1.6176341772079468,1.5614789724349976,1.6157490015029907,1.6840922832489014,1.5479727983474731,1.5276873111724854,1.4971554279327393
25,دعهم يذهبون,2.5002939701080322,2.2939798831939697,2.4361813068389893,2.3986594676971436,2.0209755897521973,1.9348949193954468,1.876179814338684,1.999573826789856,1.8557512760162354,1.8032301664352417
26,قبل بضع سنوات ، كنت أجري بعض تجاربي في المختبر.,2.209275245666504,2.1338565349578857,1.9541857242584229,1.878985047340393,1.9324334859848022,1.864115834236145,1.9029078483581543,1.8148514032363892,1.8156440258026123,1.7514833211898804
27,"عندما نفكر كيف يمكننا جعل العالم مكانا افضل, نعتقد انه التعليم , وهو ما نضع فيه الكثير من المال.",2.0688915252685547,1.997553825378418,1.7974437475204468,1.7228803634643555,1.591473937034607,1.5100809335708618,1.5133391618728638,1.5030814409255981,1.4908806085586548,1.4712724685668945
28,تابعنا على التويتر,2.3141651153564453,2.232511520385742,2.0025181770324707,1.8450075387954712,1.9270213842391968,2.0748226642608643,1.8783602714538574,1.700985074043274,1.7936335802078247,1.8045612573623657
29,5 من أفضل مراكز التسوق في أوروبا,2.0557303428649902,2.0048069953918457,1.7506753206253052,1.6524302959442139,1.754259467124939,1.5486637353897095,1.3461629152297974,1.326631784439087,1.283992052078247,1.3008331060409546
30,"وصلنا إلى ميدان الرماية ""كالفيرتون""، والذي كان، بدون علم من مجموعتنا، مراقبا من طرف مكتب التحقيقات الفدرالي.",2.4498729705810547,2.2348906993865967,2.0312039852142334,1.9794831275939941,1.9220385551452637,1.8536123037338257,1.8086038827896118,1.8096247911453247,1.780708909034729,1.7854090929031372
31,فاجاب يهوذا مسلمه وقال هل انا هو يا سيدي. قال له انت قلت,2.587550163269043,2.505030393600464,2.368039131164551,2.479151725769043,2.2980148792266846,2.1633615493774414,2.138106346130371,2.0577425956726074,2.0872740745544434,2.056257963180542
32,لا يذهب طفل عمره عشرة أعوام لكلية الحقوق لعمل اندماجات واستحواذات.,2.948162794113159,3.039700746536255,3.0006542205810547,2.9789953231811523,2.8863279819488525,2.769071102142334,2.7955322265625,2.6621768474578857,2.707653045654297,2.7226462364196777
33,فطلب اليه كل الشياطين قائلين ارسلنا الى الخنازير لندخل فيها.,2.4684715270996094,2.53450870513916,2.3074707984924316,2.2656023502349854,2.183868408203125,2.2895827293395996,2.2264633178710938,2.233497142791748,2.277719497680664,2.2693824768066406
34,ولكن ويل لكم ايها الاغنياء. لانكم قد نلتم عزاءكم.,3.331575632095337,3.026853322982788,2.9728446006774902,2.996154546737671,2.698945999145508,2.554788827896118,2.634093761444092,2.6072707176208496,2.5388994216918945,2.5443098545074463
35,لا يزدر من يأكل بمن لا يأكل. ولا يدن من لا يأكل من يأكل. لان الله قبله.,3.169273614883423,2.9628167152404785,2.719513416290283,2.6916563510894775,2.626112937927246,2.672926187515259,2.5491931438446045,2.390928268432617,2.4969635009765625,2.447120189666748
36,لا أعرف سيدي,1.9723738431930542,2.010084629058838,1.8378279209136963,2.0419387817382812,1.9072778224945068,1.9552927017211914,1.8962087631225586,1.9011176824569702,1.9931482076644897,2.004124402999878
37,ان يؤلم المسيح يكن هو اول قيامة الاموات مزمعا ان ينادي بنور للشعب وللامم,3.6523749828338623,3.5553553104400635,3.3709332942962646,3.4523346424102783,3.415738344192505,3.406735897064209,3.4000086784362793,3.4761645793914795,3.4664125442504883,3.4641010761260986
38,"لدي ثلاثة اقتراحات سوف أطلعكم عليها. لدي حوالي ثلاث دقائق , لذلك سوف تناسب تماما.",2.138472318649292,2.0885658264160156,2.0138237476348877,1.9894987344741821,1.987815499305725,1.972167730331421,1.8603272438049316,1.892116665840149,1.883499264717102,1.8364938497543335
39,الأولى _ الصورة السابقة _ 1 2 3 ... 5 _ التالي _ الأخيرة,2.342442274093628,2.1405155658721924,1.8269078731536865,1.685511589050293,1.7917931079864502,1.6072251796722412,1.5018553733825684,1.1936272382736206,1.0315914154052734,0.9687108397483826
40,أنا مذنب.,2.8066718578338623,2.609903335571289,2.4032816886901855,2.4505484104156494,2.4371228218078613,2.4642629623413086,2.4402506351470947,2.471618175506592,2.4708220958709717,2.4662668704986572
41,الذي تفتخر بالناموس أبتعدي الناموس تهين الله.,3.3920788764953613,3.0894315242767334,3.0766117572784424,2.9363372325897217,3.065612316131592,3.1025350093841553,3.090074062347412,3.1248621940612793,3.1116995811462402,3.131187915802002
42,واما الدار التي هي خارج الهيكل فاطرحها خارجا ولا تقسها لانها قد أعطيت للامم وسيدوسون المدينة المقدسة اثنين واربعين شهرا.,2.7478718757629395,2.4249491691589355,2.3234214782714844,2.226846933364868,2.237487554550171,2.135704278945923,2.148545265197754,2.121333122253418,2.1376819610595703,2.108591318130493
43,وتستمر الحياة,2.1898224353790283,2.3299779891967773,1.7334160804748535,1.8581849336624146,1.8183975219726562,1.8540204763412476,1.848685383796692,1.7144252061843872,1.7745335102081299,1.7924991846084595
44,أترغبين في الخروج من هنا؟,1.9928193092346191,1.6537305116653442,1.5908442735671997,1.3466030359268188,1.2535446882247925,1.1537458896636963,1.1427937746047974,0.9992407560348511,1.1038800477981567,1.0750362873077393
45,ثم جلسوا يحرسونه هناك.,3.563565492630005,3.3104519844055176,3.4252352714538574,3.275373697280884,3.0850250720977783,2.9114181995391846,2.9130301475524902,2.783234119415283,2.7406158447265625,2.7676467895507812
46,لكن المستشار تكلم بالصدق في أمر واحد على الأقل,2.2594375610351562,1.9905366897583008,2.0679938793182373,1.9864917993545532,1.991387128829956,1.9230057001113892,1.941556692123413,1.9946707487106323,1.9971708059310913,2.016486406326294
47,إذا كنت تستخدم نظام تشغيل Windows XP، انقر هنا للحصول على نسخة متوافقة مع نظام تشغيل XP من برنامج RescuePRO® Standard أو انقر هنا للحصول على نسخة متوافقة مع نظام تشغيل XP من برنامج RescuePRO® Deluxe,2.2397048473358154,1.8921741247177124,1.7176283597946167,1.6806098222732544,1.4321728944778442,1.4575449228286743,1.3723750114440918,1.4102606773376465,1.356553554534912,1.3676166534423828
48,لماذا؟ لأنها كانت ستصبح كارثة لهم وللمجتمع إذا سرحهم من العمل.,2.658175230026245,2.4826745986938477,2.570061683654785,2.612351655960083,2.500062942504883,2.683683156967163,2.5702192783355713,2.5944721698760986,2.605349063873291,2.6125283241271973
49,"قد AESUK لم تبدأ, وليس لديه نية أو ترغب في بدء, أي إجراءات التحكيم. كان موقفه بأن JSC لا ينبغي متابعة أو يكون حرا في متابعة الإجراءات القضائية ضدها - يجب أن تجلب procedings التحكيم, سوف AESUK الدفاع عن تلك الإجراءات.",2.854275703430176,2.687248468399048,2.665707588195801,2.6243784427642822,2.5789949893951416,2.60292387008667,2.578468084335327,2.5773391723632812,2.558309555053711,2.5390267372131348
50,وأعتقد أن هذا هو الأمل.,1.9309229850769043,1.8047881126403809,1.6599622964859009,1.5588270425796509,1.523180365562439,1.5224971771240234,1.4772205352783203,1.4400122165679932,1.4175846576690674,1.438957929611206
51,منذ خمس سنوات استجبت لحادثة دراجة نارية,2.8054206371307373,2.507434844970703,2.264591693878174,2.139364242553711,2.0242276191711426,1.9946240186691284,2.1363461017608643,2.06744122505188,2.0207459926605225,2.0432305335998535
52,أنا وصلني.. وفقط أنا كنت..هذا أنا..وأنا,3.247811794281006,3.2863593101501465,3.3798298835754395,3.266099691390991,3.161102056503296,3.2624964714050293,3.0748705863952637,3.045835494995117,3.102147340774536,3.1012327671051025
53,طفلتي .. سوف اخبرها .. ان تتذكر دوما ان والدتها محاربة ووالدها محارب وانت .. الفتاة .. ذات الكفوف الصغيرة .. والاعين الكبيرة والتي لا تتوقف عن طلب المزيد,2.549971103668213,2.478215456008911,2.377936601638794,2.344940423965454,2.297353982925415,2.2541348934173584,2.220393657684326,2.246644973754883,2.2679057121276855,2.244156837463379
54,وpictures.with HD عالية الجودة images.we جمع الصور spacially للزوار الحلو لدينا مثلك.,3.8776402473449707,3.6334733963012695,3.4987435340881348,3.38614821434021,3.254988670349121,3.2979423999786377,3.221583366394043,3.1988816261291504,3.126905679702759,3.1755294799804688
55,فان الناموس يقيم اناسا بهم ضعف رؤساء كهنة واما كلمة القسم التي بعد الناموس فتقيم ابنا مكملا الى الابد,3.001601219177246,2.800480604171753,2.765519380569458,2.760476589202881,2.8254106044769287,2.7947559356689453,2.796919822692871,2.8380870819091797,2.8476133346557617,2.8694591522216797
56,شريكك الجديد ربما يصافحك، يحتفل، يذهب معك إلى الخارج لتناول وجبة العشاء ومن ثم يظهر منه تعبير عن الغضب.,2.643216609954834,2.5895800590515137,2.4562439918518066,2.335327625274658,2.298555374145508,2.2461676597595215,2.267611503601074,2.2133026123046875,2.258800506591797,2.2333571910858154
57,هل سمعت ما قاله.,2.614738941192627,2.1530516147613525,2.1795902252197266,2.235189437866211,2.123966693878174,2.00246262550354,2.1203813552856445,2.042999505996704,2.0091381072998047,2.0110957622528076
58,ويكون في الموضع الذي قيل لهم فيه لستم شعبي انه هناك يدعون ابناء الله الحي.,2.3627634048461914,2.3592584133148193,2.190239906311035,2.1136882305145264,2.0582900047302246,2.0994184017181396,2.087918519973755,2.0103838443756104,2.027392864227295,2.0340404510498047
59,"""حسناً، لكنكم ستتفرّغون لهذا بعد التخرج مباشرةً.""",2.880586624145508,2.9501752853393555,2.5487172603607178,2.5980656147003174,2.59668231010437,2.528228759765625,2.47434139251709,2.4765708446502686,2.493891716003418,2.474163293838501
60,فلما عبروا جاءوا الى ارض جنيسارت.,3.2081944942474365,3.4083685874938965,3.072028636932373,2.9798529148101807,2.7997689247131348,2.8527443408966064,2.906672477722168,2.791947603225708,2.8458967208862305,2.8170390129089355
61,يجب علينا,1.6067768335342407,1.1263495683670044,1.459944486618042,1.321317434310913,1.4900777339935303,1.562589406967163,1.3603253364562988,1.3944509029388428,1.3031494617462158,1.3146878480911255
62,55000 دولاراً وهي صفقة رائعة جداً,2.5210909843444824,2.1916756629943848,2.1957991123199463,1.946374773979187,2.072113037109375,1.8911964893341064,2.0329558849334717,1.9073472023010254,1.8693650960922241,1.8804548978805542
63,هل سيعود؟,2.2447638511657715,1.878661036491394,2.1890368461608887,2.1183583736419678,2.115403175354004,2.052375555038452,2.152085542678833,2.356351613998413,2.211945056915283,2.266800880432129
64,هم من هتفت لهم. ما أقوله هو ريادة الأعمال تجدها حيث ماتكون.,2.9046363830566406,2.9513161182403564,2.698627471923828,2.664189100265503,2.6243226528167725,2.604943037033081,2.6301186084747314,2.696883201599121,2.65065860748291,2.629993200302124
65,والعالم يمضي وشهوته واما الذي يصنع مشيئة الله فيثبت الى الابد,2.964622735977173,2.666501045227051,2.5463509559631348,2.4986865520477295,2.4886605739593506,2.623906373977661,2.645925283432007,2.5108115673065186,2.5363874435424805,2.5494191646575928
