,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,Hangisi?,11.887121200561523,11.563977241516113,9.828411102294922,10.457223892211914,11.843377113342285,10.086597442626953,11.96029281616211,12.067995071411133,11.674312591552734,11.732221603393555
1,"Kürkü, tüyleri ve pulları geride bırakmayı severim.",80.09237670898438,75.08724975585938,67.74083709716797,59.80342483520508,64.93717956542969,62.00321960449219,64.673095703125,61.87452697753906,63.01277160644531,61.913124084472656
2,"Bazıları Onu yakalamak istedilerse de, kimse Ona el sürmedi.",84.50492858886719,77.34644317626953,73.87014770507812,70.7891616821289,69.3735122680664,69.83345794677734,68.70054626464844,65.52450561523438,62.783199310302734,62.258506774902344
3,Sorun değil.,10.703155517578125,10.378257751464844,11.421533584594727,10.448101997375488,9.741312980651855,9.249506950378418,9.9028902053833,10.333547592163086,10.628071784973145,9.942453384399414
4,adresinden iPad için daha büyük bir Oyunlar göz atın iPadCasinoApp.com,127.08798217773438,115.53356170654297,114.33287048339844,105.06214141845703,108.31106567382812,111.91725158691406,111.64262390136719,112.33597564697266,111.63194274902344,110.208251953125
5,Evim evim güzel evim.,41.92262649536133,43.7343864440918,41.146183013916016,41.83675003051758,38.324928283691406,39.31851577758789,33.638580322265625,34.85990905761719,31.919635772705078,31.88035011291504
6,"Geçen sene, New York Times hükümetin yaptığı bir araştırmayı yayınladı,",83.08320617675781,77.90494537353516,75.70648193359375,64.5355224609375,59.56574249267578,59.11277770996094,62.5638427734375,55.89057922363281,56.16823196411133,55.83405303955078
7,Beşinci melek tasını canavarın tahtına boşalttı. Canavarın egemenliği karanlığa gömüldü. İnsanlar ıstıraptan dillerini ısırdılar.,209.58863830566406,190.56411743164062,187.30007934570312,174.95240783691406,175.45932006835938,170.53802490234375,170.67547607421875,172.47056579589844,166.26522827148438,164.59170532226562
8,"Öyleyse, daha az eşyanın ve daha az alanın daha az ayak izi demek olacağını söyleyebiliriz.",116.50323486328125,106.1777572631836,107.48119354248047,106.77001190185547,110.92013549804688,107.23148345947266,106.6259994506836,102.96997833251953,102.72108459472656,100.301025390625
9,Hiçbir yere gitmiyor.,17.797733306884766,16.65574073791504,16.08578872680664,15.174495697021484,15.724098205566406,12.95014476776123,14.594325065612793,12.90693473815918,12.323160171508789,12.719892501831055
10,Biz neredeyiz böyle?,31.37550926208496,29.39798355102539,31.122983932495117,24.903566360473633,25.65067481994629,24.3732852935791,24.331012725830078,23.703542709350586,24.439546585083008,23.74550437927246
11,"Bir kere farkettiğinizde aynı tür şiiri yazmak işten değil, ya da aynı hikayeyi tekrar tekrar anlatmak, bu türün size alkış getireceğini farkettiğinizde.",209.6706085205078,187.9230194091797,191.05555725097656,182.20460510253906,173.73670959472656,173.03968811035156,169.02345275878906,169.50527954101562,167.6976318359375,166.5561981201172
12,Kullanıcı adınızı giriniz,39.20404052734375,32.44352340698242,33.694576263427734,28.392986297607422,27.640277862548828,23.239330291748047,22.361143112182617,20.95258903503418,21.211217880249023,20.427688598632812
13,"Hepimizin vücudu var, değil mi? Bir toplantı mı kaçırdım?",74.07505798339844,66.11578369140625,69.78187561035156,63.95663070678711,61.278076171875,56.72466278076172,58.64354705810547,61.11113739013672,58.45873260498047,59.65782928466797
14,Giriş Kayıt ol,22.5257625579834,21.87697410583496,21.67934799194336,20.133140563964844,18.564626693725586,20.357139587402344,18.412229537963867,19.7298641204834,18.092599868774414,16.975658416748047
15,Bunu nereden biliyorsunuz?,17.512683868408203,16.977134704589844,14.751935958862305,15.442626953125,12.883642196655273,12.494296073913574,12.855789184570312,13.424003601074219,13.634438514709473,13.151374816894531
16,"Hani bir görüşmede sanki karşınızdakine kafa tutarmış gibi olursunuz ya, oturup, karşınızdakinin yüzüne bakıp, başka yöne dönmesini beklersiniz, sonra da hemen cihazınızı kontrol edersiniz.",258.787841796875,242.944580078125,230.20843505859375,217.71539306640625,215.74034118652344,211.92572021484375,205.5542755126953,207.87857055664062,202.12002563476562,199.55438232421875
17,Emin misin?,11.487981796264648,10.849796295166016,10.434837341308594,10.555347442626953,9.881146430969238,9.481531143188477,10.037697792053223,10.845317840576172,10.97441291809082,10.606267929077148
18,"İsa onlara, ‹‹Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur›› dedi.",141.61355590820312,134.3092498779297,126.59349060058594,121.72529602050781,118.04048919677734,117.6174545288086,108.1279067993164,103.78353118896484,104.91964721679688,102.63212585449219
19,Son birkaç yılımı insan motivasyonu bilimini incelemeye ayırdım. Özellikle de dışsal ve içsel motive edicileri incelemeye.,178.63861083984375,156.01168823242188,156.76600646972656,153.6033172607422,149.36318969726562,143.28260803222656,144.4019775390625,138.9666748046875,137.54872131347656,136.9936981201172
20,"Birkaç hafta önce, Ben evangelize her müminin sorumluluk Kampüs Outreach Ulusal Konferansında konuştu. Benim metin oldu 2 Corinthians 5:18-21. İşte o oturumdaki bir video.",311.4533996582031,307.898193359375,310.2538146972656,290.1905517578125,284.9575500488281,287.5728454589844,276.28857421875,274.122802734375,267.630126953125,265.7872314453125
21,Neden koruyacakmışım?,26.636905670166016,26.719890594482422,24.160655975341797,22.79849624633789,22.82594108581543,25.31329917907715,22.186777114868164,22.810205459594727,21.0400447845459,21.506399154663086
22,"Eğer bunu kabul etmek isterseniz, gelecek olan İlyas odur.",74.9294204711914,70.31719970703125,66.21915435791016,64.99298095703125,62.87833786010742,65.08599090576172,58.28279495239258,60.38007736206055,57.49043273925781,57.35847473144531
23,Bu ne demek?,15.049128532409668,15.371313095092773,14.46679973602295,13.60096549987793,11.262495040893555,11.674980163574219,11.711181640625,11.758190155029297,11.210535049438477,11.269294738769531
24,Ne diyorsun?,10.06322193145752,9.970452308654785,9.849754333496094,8.993352890014648,8.9722318649292,9.766388893127441,10.314504623413086,10.562440872192383,11.194348335266113,11.244634628295898
25,Bırak onları.,18.521390914916992,20.150117874145508,19.011993408203125,13.418745040893555,12.813536643981934,13.35629940032959,12.993864059448242,12.659308433532715,12.850510597229004,12.789970397949219
26,"Bir kaç yıl önce, laboratuvarımda kendi deneylerimi yapıyordum.",87.51142120361328,78.67249298095703,70.39547729492188,69.79946899414062,57.314353942871094,51.85885238647461,49.440582275390625,51.23332214355469,46.940879821777344,46.234840393066406
27,"Dünyayı daha iyi bir yer haline nasıl getirebileceğimizi düşünürken eğitimi düşünürüz, ona oldukça fazla para harcariz.",127.87311553955078,129.13539123535156,116.34467315673828,117.12533569335938,118.46177673339844,112.30618286132812,107.06732940673828,104.228515625,101.71707153320312,101.97775268554688
