,Sentences,Perplexities (ckpt 963),Perplexities (ckpt 1926),Perplexities (ckpt 2889),Perplexities (ckpt 3852),Perplexities (ckpt 4815),Perplexities (ckpt 5778),Perplexities (ckpt 6741),Perplexities (ckpt 7704),Perplexities (ckpt 8667),Perplexities (ckpt 9630)
0,Hangisi?,415.40643310546875,88.84715270996094,42.933170318603516,51.167842864990234,48.830101013183594,29.850093841552734,51.85015106201172,50.34552764892578,50.41554260253906,49.33068084716797
1,"Kürkü, tüyleri ve pulları geride bırakmayı severim.",182.70213317871094,157.23081970214844,78.27155303955078,61.307716369628906,48.621639251708984,42.63508224487305,37.014095306396484,36.11781692504883,39.49921417236328,35.81098556518555
2,"Bazıları Onu yakalamak istedilerse de, kimse Ona el sürmedi.",292.6861572265625,168.06895446777344,160.71188354492188,148.93699645996094,103.64480590820312,74.88936614990234,65.00425720214844,57.702293395996094,63.075138092041016,65.64608764648438
3,Sorun değil.,38.970001220703125,27.956830978393555,26.267244338989258,26.476316452026367,24.587099075317383,21.645423889160156,21.964744567871094,19.206918716430664,24.929332733154297,22.305767059326172
4,adresinden iPad için daha büyük bir Oyunlar göz atın iPadCasinoApp.com,459.42108154296875,279.4232482910156,177.92831420898438,186.9287872314453,189.9955596923828,208.6704864501953,161.32666015625,164.20156860351562,164.5409393310547,156.63748168945312
5,Evim evim güzel evim.,216.3861846923828,268.33099365234375,224.0850067138672,138.81787109375,102.18011474609375,112.88589477539062,97.57406616210938,81.24757385253906,68.17838287353516,66.7667236328125
6,"Geçen sene, New York Times hükümetin yaptığı bir araştırmayı yayınladı,",184.74879455566406,145.07972717285156,99.17506408691406,67.08984375,43.428306579589844,47.03870391845703,38.47838592529297,38.17967987060547,37.34906768798828,38.303916931152344
7,Beşinci melek tasını canavarın tahtına boşalttı. Canavarın egemenliği karanlığa gömüldü. İnsanlar ıstıraptan dillerini ısırdılar.,259.2747802734375,182.23898315429688,130.79391479492188,90.7626953125,76.2448959350586,75.73088836669922,67.44981384277344,60.725563049316406,61.7335205078125,60.22079086303711
8,"Öyleyse, daha az eşyanın ve daha az alanın daha az ayak izi demek olacağını söyleyebiliriz.",272.6179504394531,200.44329833984375,162.46292114257812,203.38624572753906,136.77293395996094,131.5053253173828,157.46385192871094,136.83221435546875,132.16842651367188,137.20352172851562
9,Hiçbir yere gitmiyor.,29.870391845703125,30.982154846191406,30.030385971069336,20.322229385375977,16.514066696166992,17.273101806640625,15.222350120544434,10.036617279052734,12.491188049316406,12.244010925292969
10,Biz neredeyiz böyle?,414.9771728515625,195.67282104492188,252.2796173095703,46.076629638671875,55.9106330871582,54.53982162475586,60.95520782470703,42.91669464111328,47.979793548583984,43.43067932128906
11,"Bir kere farkettiğinizde aynı tür şiiri yazmak işten değil, ya da aynı hikayeyi tekrar tekrar anlatmak, bu türün size alkış getireceğini farkettiğinizde.",180.55516052246094,131.39891052246094,124.63237762451172,87.97239685058594,83.34668731689453,78.83948516845703,80.70538330078125,74.86811828613281,66.03548431396484,70.22525787353516
12,Kullanıcı adınızı giriniz,990.546875,607.791015625,362.8726806640625,124.14873504638672,96.54039764404297,55.26039123535156,43.81673812866211,50.587677001953125,34.21934509277344,41.24755859375
13,"Hepimizin vücudu var, değil mi? Bir toplantı mı kaçırdım?",115.80987548828125,120.4858169555664,84.50430297851562,86.96577453613281,62.9758415222168,57.95962905883789,69.03689575195312,66.23096466064453,71.717041015625,69.61841583251953
14,Giriş Kayıt ol,1735.239013671875,538.4880981445312,1856.8238525390625,305.38372802734375,481.711669921875,387.41705322265625,520.7301025390625,331.4662170410156,284.48297119140625,373.6303405761719
15,Bunu nereden biliyorsunuz?,122.81591033935547,81.15890502929688,55.54186248779297,31.481277465820312,30.094148635864258,19.896223068237305,27.247095108032227,29.058828353881836,23.782257080078125,24.2392635345459
16,"Hani bir görüşmede sanki karşınızdakine kafa tutarmış gibi olursunuz ya, oturup, karşınızdakinin yüzüne bakıp, başka yöne dönmesini beklersiniz, sonra da hemen cihazınızı kontrol edersiniz.",213.8760223388672,178.7030029296875,145.06541442871094,85.25178527832031,80.3298110961914,77.6427001953125,68.61206817626953,53.14649963378906,50.07994842529297,50.86870193481445
17,Emin misin?,80.7574691772461,27.521148681640625,26.277830123901367,22.735342025756836,46.33763122558594,23.05055046081543,29.07006072998047,39.5316047668457,38.36088180541992,35.17253494262695
18,"İsa onlara, ‹‹Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur›› dedi.",132.84848022460938,148.49462890625,97.60798645019531,73.55908966064453,75.95075988769531,61.74043655395508,51.820045471191406,51.32718276977539,52.13346862792969,48.62565231323242
19,Son birkaç yılımı insan motivasyonu bilimini incelemeye ayırdım. Özellikle de dışsal ve içsel motive edicileri incelemeye.,354.65460205078125,266.58428955078125,172.4031524658203,148.85618591308594,118.33821105957031,96.2448959350586,97.2963638305664,81.38697052001953,74.80809783935547,75.55455017089844
20,"Birkaç hafta önce, Ben evangelize her müminin sorumluluk Kampüs Outreach Ulusal Konferansında konuştu. Benim metin oldu 2 Corinthians 5:18-21. İşte o oturumdaki bir video.",411.1713562011719,363.85406494140625,311.8746643066406,215.7378387451172,222.41954040527344,197.0110626220703,164.8382568359375,133.36285400390625,125.63713836669922,115.22687530517578
21,Neden koruyacakmışım?,329.7283935546875,156.58946228027344,168.7577362060547,102.421630859375,82.05534362792969,109.923095703125,92.73355102539062,76.7149429321289,58.65340805053711,63.28409194946289
22,"Eğer bunu kabul etmek isterseniz, gelecek olan İlyas odur.",110.64079284667969,70.52095794677734,67.67981719970703,48.93486404418945,49.261783599853516,51.30272674560547,49.45335006713867,41.53338623046875,52.99748229980469,52.55910873413086
23,Bu ne demek?,42.219825744628906,21.26612663269043,39.47195053100586,43.8808479309082,18.02609634399414,17.195158004760742,20.191085815429688,23.500322341918945,13.91024398803711,16.348249435424805
24,Ne diyorsun?,45.801422119140625,20.34295082092285,39.91854476928711,25.58565330505371,30.30122184753418,38.44523620605469,50.87749481201172,36.05025863647461,29.18997573852539,35.6451416015625
25,Bırak onları.,732.4757690429688,309.2300720214844,197.46644592285156,54.54100799560547,75.30278015136719,87.77922821044922,68.44998168945312,83.88098907470703,73.1646728515625,79.55345153808594
26,"Bir kaç yıl önce, laboratuvarımda kendi deneylerimi yapıyordum.",275.32635498046875,148.94607543945312,126.36550903320312,61.20221710205078,34.92860412597656,33.34865951538086,26.3717041015625,25.192691802978516,23.780261993408203,23.66944122314453
27,"Dünyayı daha iyi bir yer haline nasıl getirebileceğimizi düşünürken eğitimi düşünürüz, ona oldukça fazla para harcariz.",121.85492706298828,135.83570861816406,97.55712127685547,80.81359100341797,70.51305389404297,62.8691520690918,57.83089828491211,57.10811233520508,56.95142364501953,55.741600036621094
28,Bizi takip edin,211.3938751220703,89.45402526855469,109.39299011230469,124.09535217285156,159.00010681152344,146.07147216796875,99.67300415039062,72.83673095703125,78.40812683105469,70.48125457763672
29,5 Avrupa'da En İyi Alışveriş Outlets,275.6811828613281,184.02783203125,181.74061584472656,106.791259765625,73.8240737915039,63.37006759643555,42.803531646728516,40.87950897216797,36.6182861328125,33.75215148925781
30,Calverton Poligonu'na vardığımızda FBI'nın bizim grubu izlediğini bilmiyorduk.,248.6693878173828,227.13092041015625,137.30450439453125,112.79232025146484,92.10838317871094,84.0306396484375,73.27315521240234,67.53581237792969,70.4416732788086,65.36113739013672
31,"Ona ihanet edecek olan Yahuda, ‹‹Rabbî, yoksa beni mi demek istedin?›› diye sordu. İsa ona, ‹‹Söylediğin gibidir›› karşılığını verdi.",135.09693908691406,77.19542694091797,54.05124282836914,40.33551788330078,37.32999801635742,36.93949508666992,26.559368133544922,28.986608505249023,28.839000701904297,27.92368507385254
32,Kimse on yaşındayken icra takibi ve şirket alımları için avukat olmayı düşlemez.,863.3414916992188,354.3287048339844,354.93524169921875,358.9853820800781,307.4436950683594,333.692138671875,260.9114074707031,205.61216735839844,203.96392822265625,215.1300048828125
33,"Kötü ruhlar İsaya, ‹‹Bizi şu domuzlara gönder, onlara girelim›› diye yalvardılar.",149.25257873535156,110.56759643554688,103.21646881103516,84.24507141113281,64.73153686523438,65.62171173095703,50.526878356933594,47.45117950439453,48.46202087402344,48.325172424316406
34,"Ama vay halinize, ey zenginler, Çünkü tesellinizi almış bulunuyorsunuz!",599.938232421875,404.2951965332031,414.6603088378906,362.7764892578125,225.4273223876953,281.212890625,198.41285705566406,207.35714721679688,180.8216552734375,175.43284606933594
35,"Her şeyi yiyen, yemeyeni hor görmesin. Her şeyi yemeyen, yiyeni yargılamasın. Çünkü Tanrı onu kabul etmiştir.",198.69595336914062,121.96566772460938,94.0484848022461,69.89695739746094,77.48577117919922,61.32827377319336,54.383270263671875,56.752845764160156,61.83542251586914,59.457275390625
36,"Bilmiyorum, efendim.",87.09770965576172,62.9342041015625,55.33701705932617,37.96418380737305,24.443981170654297,31.332218170166016,35.316158294677734,33.03300094604492,30.405637741088867,27.83211898803711
37,"Onlar, Mesihin acı çekeceğini ve ölümden dirilenlerin ilki olarak gerek kendi halkına, gerek öteki uluslara ışığın doğuşunu ilan edeceğini bildirmişlerdi.››",436.9872741699219,447.650390625,313.63189697265625,260.23944091796875,236.82623291015625,255.52108764648438,192.36903381347656,201.55267333984375,180.6309356689453,185.66796875
38,"Bunu çözmek için sizinle paylaşacağım üç öneri var. Yaklaşık üç dakikam var,yani tam olacak.",287.88812255859375,191.93821716308594,156.6763916015625,124.43030548095703,89.96894073486328,109.76988220214844,97.46469116210938,75.4273681640625,84.36502838134766,73.3365249633789
39,İlk _ Önceki _ 1 2 3 ... 10 _ Sonraki _ Son,201.3837890625,273.6521911621094,103.64115142822266,97.91836547851562,48.83888626098633,17.206642150878906,9.275452613830566,8.575075149536133,4.6947526931762695,4.6440606117248535
40,Ben bir günahkarım.,497.5951843261719,228.78773498535156,237.6395721435547,172.30650329589844,111.65519714355469,136.7882537841797,67.8445053100586,78.81532287597656,52.160308837890625,54.555259704589844
41,"Kutsal Yasayla övünürken, Yasaya karşı gelerek Tanrıyı aşağılar mısın?",244.66603088378906,170.2097625732422,127.29364013671875,143.7628936767578,109.7420425415039,127.60608673095703,106.44859313964844,99.22908782958984,99.14395141601562,101.76811218261719
42,"Tapınağın dış avlusunu bırak, orayı ölçme. Çünkü orası, kutsal kenti kırk iki ay ayaklarıyla çiğneyecek olan uluslara verildi.",307.1068420410156,171.11582946777344,108.98651123046875,72.9912109375,72.35328674316406,62.330928802490234,67.54231262207031,58.120731353759766,69.56946563720703,61.17356491088867
43,Hayat devam ediyor.,162.49151611328125,119.56227111816406,123.65528869628906,115.98290252685547,69.38130187988281,60.97724914550781,53.578250885009766,61.65618133544922,50.40876770019531,47.61885452270508
44,- Buradan gitmek ister misin?,44.55513381958008,35.71319580078125,18.433876037597656,14.956693649291992,14.670877456665039,14.692061424255371,17.524259567260742,16.74694061279297,15.05914306640625,14.644532203674316
45,Sonra oturup yanında nöbet tuttular.,235.50393676757812,123.36117553710938,105.49748992919922,69.74584197998047,74.91571807861328,41.768062591552734,40.719398498535156,47.31544494628906,52.48649978637695,46.17348861694336
46,Ama başbakan tek bir gerçeği söyledi.,196.92437744140625,81.61630249023438,80.7939453125,90.46378326416016,74.41291046142578,93.53308868408203,84.23125457763672,98.2821044921875,93.7060775756836,94.8175277709961
47,"Windows XP kullanıyorsanız, BURAYA TIKLA RescuePro® Standart veya bir XP uyumlu kopya için BURAYA TIKLA RescuePro® Deluxe bir XP uyumlu kopya için.",682.2156372070312,256.5662841796875,243.89759826660156,176.56033325195312,90.06414794921875,74.06595611572266,53.87220764160156,42.881439208984375,41.74638748168945,40.97648620605469
48,"Neden? Çünkü işten çıkarılmak, hem işçiler için, hem de toplum için bir felaket olacaktı.",127.2984390258789,105.21158599853516,72.74642181396484,72.03385925292969,76.43370819091797,45.03928756713867,43.537109375,36.3369255065918,32.114192962646484,30.685171127319336
49,"AESUK başlamamıştır, ve niyeti yoktu ya görmek istenen, herhangi tahkim davası. o tahkim islemler getirmelidir - Onun konumu JSC sürdürmeye ya da yargılanmasına her sürdürmeye serbest olmaması gerektiğini oldu, AESUK bu yargılamaları savunacağı.",671.0482177734375,520.3724365234375,404.028076171875,353.0979309082031,342.8743896484375,295.6771545410156,273.807373046875,252.8666229248047,284.67333984375,276.2162170410156
50,Ve bu da bence umut verici birşey.,177.91864013671875,140.16363525390625,107.00049591064453,90.71752166748047,68.04683685302734,87.02455139160156,69.72242736816406,66.94310760498047,60.421966552734375,61.78160858154297
51,"5 yıl önce, bir motorsiklet kazasına müdahele ettim.",396.90765380859375,261.3397216796875,231.6318817138672,176.0357666015625,124.07671356201172,81.34518432617188,60.10157012939453,56.95628356933594,52.76408767700195,42.65427780151367
52,"(Gülüşmeler) Şu geldi -- ve sanki ben, bu ... -- ve ben, ben ....",227.07862854003906,196.7737274169922,84.86910247802734,83.33028411865234,95.80811309814453,84.0584487915039,103.82362365722656,89.8979721069336,90.79493713378906,94.45430755615234
53,"""Bebeğim,"" diyeceğim ona ""unutma, annen bir savaşçıydı, baban da bir savaşçı, ve sen de minicik ellerin ve koca gözlerinle daha fazlasını isteyen bir kızsın.""",262.8761291503906,197.72056579589844,160.25343322753906,112.5370864868164,109.02518463134766,82.6427001953125,72.769287109375,75.32917785644531,72.0841293334961,68.49673461914062
54,ve images.we sizin gibi tatlı ziyaretçiler için spacially görüntüleri toplayın kaliteli hd pictures.with.,416.6474609375,369.87359619140625,293.2357482910156,261.5342102050781,255.47271728515625,210.66705322265625,215.02304077148438,228.37843322753906,202.72552490234375,182.268798828125
55,"Kutsal Yasa, zayıflıkları olan insanları başkâhin atamaktadır. Ama Yasa'dan sonra gelen ant sözü, sonsuza dek yetkin kılınmış olan Oğul'u başkâhin atamıştır.",613.6893920898438,519.3451538085938,316.2007141113281,307.8145446777344,262.1107482910156,209.57403564453125,236.87139892578125,187.4785614013672,172.20980834960938,169.05381774902344
