,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,الأمر ليس كما تعتقدينه,4.450416088104248,3.999094009399414,3.565714120864868,3.1939241886138916,3.4137802124023438,3.1554548740386963,3.1230709552764893,2.7527549266815186,2.8464417457580566,2.7609386444091797
1,أود تناسي الفروة والريش والقشور.,12.07917308807373,13.160967826843262,12.322608947753906,13.06843090057373,12.908390045166016,11.707125663757324,12.021406173706055,11.858352661132812,12.842876434326172,12.484893798828125
2,وكان قوم منهم يريدون ان يمسكوه ولكن لم يلق احد عليه الايادي,6.252786636352539,5.831588268280029,4.705277919769287,4.542136192321777,4.8834967613220215,4.386684894561768,4.2801408767700195,4.486142158508301,4.209972858428955,4.3165788650512695
3,أوه، أنها على ما يرام.,4.268606662750244,4.077075958251953,3.866953134536743,3.3378653526306152,3.0952346324920654,2.699658155441284,2.6322193145751953,2.680387020111084,2.654141426086426,2.601574420928955
4,تحقق من الألعاب أكثر عظيمة لباد الخاص بك في iPadCasinoApp.com,7.656457424163818,6.257840156555176,6.036952495574951,6.100189685821533,5.847387313842773,5.280905246734619,5.707479953765869,5.753725051879883,5.2015509605407715,5.240056037902832
5,مرحبًا بالعودة إلى المنزل,4.364933490753174,4.434780120849609,2.9050965309143066,2.994494915008545,2.786954164505005,2.7497763633728027,2.807062864303589,2.807511329650879,2.770313024520874,2.666682481765747
6,"ففي العام الماضي، نشرت ""صحيفة نيويورك تايمز"" دراسة قامت بها الحكومة.",5.6499762535095215,5.311158180236816,4.32145357131958,3.9880473613739014,3.621461868286133,3.431709051132202,3.3869516849517822,3.206981897354126,3.1912684440612793,3.105966806411743
7,ثم سكب الملاك الخامس جامه على عرش الوحش فصارت مملكته مظلمة وكانوا يعضّون على ألسنتهم من الوجع,9.812134742736816,9.378559112548828,8.904573440551758,7.2990827560424805,7.062619209289551,6.650321960449219,6.312437534332275,6.248157501220703,6.155040740966797,6.188465595245361
8,لذا أقترح أن أمتعة أقل في مساحة أصغر تشغل حيزًا أصغر,9.78499984741211,8.102191925048828,7.039166450500488,6.233742713928223,7.155079364776611,6.435666084289551,6.171252727508545,6.2993998527526855,5.97503137588501,6.043196678161621
9,إنها لن تذهب إلى أي مكان,3.282397747039795,3.185465097427368,2.956469774246216,2.64853835105896,2.5693867206573486,2.5207509994506836,2.5082294940948486,2.556072235107422,2.3031890392303467,2.2862448692321777
10,أين نحنُ بحق الجحيم؟,3.8338799476623535,3.137037754058838,3.2554821968078613,3.0197770595550537,3.053377389907837,2.934983968734741,3.041876792907715,2.8351759910583496,2.848722219467163,2.909027099609375
11,إنه أمرٌ مغري -- بمجرد أن تعي هذا -- انه مغرٍ ان تستمر بكتابة نفس القصيدة او ان تقص نفس القصة مرة تلو الاخرى ما ان تعي ان تلك القصة حين ستُقص سوف تنال التصفيق,7.692893981933594,7.1370158195495605,6.961647987365723,6.578078746795654,6.19381856918335,6.116580009460449,6.098538398742676,5.5909037590026855,5.566167831420898,5.4406232833862305
12,ادخل اسم المستخدم,4.6066508293151855,3.7669577598571777,2.9302492141723633,3.836277723312378,2.633117914199829,2.559290885925293,2.802922010421753,2.4960238933563232,2.5817453861236572,2.556123733520508
13,جميعنا لدينا أجساد، أليس كذلك؟ هل فاتني اجتماع؟,4.99673318862915,4.710923671722412,4.288138389587402,4.170644283294678,3.8604378700256348,3.6729185581207275,3.8263046741485596,3.632267951965332,3.6641769409179688,3.5641841888427734
14,سجل الدخول أدناه للانضمام:,5.240045070648193,4.076479911804199,4.840858459472656,4.5806379318237305,3.8881828784942627,4.779458522796631,4.26256799697876,4.574680805206299,4.406502723693848,4.588589668273926
