,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,"Всё не так, как тебе кажется.",0.9400017857551575,0.8929045796394348,0.8042384386062622,0.7768153548240662,0.6722998023033142,0.6073663830757141,0.5885255336761475,0.5914472341537476,0.5699165463447571,0.5592033267021179
1,"Мне нравится видеть сквозь мех, перья и чешую.",1.3551149368286133,1.3119266033172607,1.344637155532837,1.4016603231430054,1.3761223554611206,1.2902781963348389,1.2884262800216675,1.2766826152801514,1.3018364906311035,1.2830111980438232
2,Некоторые из них хотели схватить Его; но никто не наложил на Него рук.,0.9414224624633789,0.8418046832084656,0.7727680206298828,0.775233805179596,0.8000927567481995,0.8064305186271667,0.7647315859794617,0.7376700639724731,0.783225417137146,0.7702063918113708
3,Ничего.,1.0203320980072021,1.1870397329330444,1.2156513929367065,1.1798001527786255,1.2602214813232422,1.1513710021972656,1.1703805923461914,1.1294869184494019,1.1745920181274414,1.1586486101150513
4,Проверьте больше отличных игр для вашего IPad в iPadCasinoApp.com,1.5780476331710815,1.4551833868026733,1.3316699266433716,1.1652638912200928,1.1721326112747192,1.1577469110488892,1.189828634262085,1.1555958986282349,1.18793523311615,1.1909209489822388
5,"- Дом, милый дом.",1.5119465589523315,1.669741153717041,1.7417268753051758,1.5521494150161743,1.457421064376831,1.7706393003463745,1.6683200597763062,1.5165696144104004,1.4865117073059082,1.5342609882354736
6,"В прошлом году Нью-Йорк Таймс опубликовала исследование, проведённое по инициативе правительства.",0.7979272603988647,0.6973528265953064,0.6103905439376831,0.5940973162651062,0.5697287917137146,0.5430618524551392,0.526392936706543,0.5250190496444702,0.49680420756340027,0.4901376962661743
7,"Пятый Ангел вылил чашу свою на престол зверя: и сделалось царство его мрачно, и они кусали языки свои от страдания,",1.3812402486801147,1.2520081996917725,1.2063238620758057,1.2151262760162354,1.226636528968811,1.2507572174072266,1.2371257543563843,1.1963263750076294,1.2033088207244873,1.1881145238876343
8,"Я выдвигаю гипотезу, что меньше вещей и меньше пространства будут меньше воздействовать на окружающую среду.",0.8605800271034241,0.7972719073295593,0.70464688539505,0.7037451267242432,0.6883740425109863,0.6660078167915344,0.6347818374633789,0.6339738965034485,0.6040074229240417,0.6014286875724792
9,Она никуда не денется.,1.149389624595642,0.9244616031646729,1.0064955949783325,0.9242047667503357,0.89842689037323,0.7608110904693604,0.6387341618537903,0.6568678617477417,0.584564208984375,0.5755829811096191
10,Куда же мы попали?,1.089868187904358,1.2006481885910034,0.9290479421615601,1.073934555053711,1.0220086574554443,0.9114353656768799,0.9033762812614441,0.9578708410263062,0.9097318053245544,0.8913451433181763
11,"Очень заманчиво — когда это понимаешь — очень заманчиво продолжать писать одни и теже стихи, или рассказывать одну и ту же историю, снова и снова, когда понимаешь, что это принесет аплодисменты.",1.0355032682418823,0.967853307723999,0.9556347727775574,0.9539045095443726,0.9185501933097839,0.8615626692771912,0.8534278869628906,0.8478221893310547,0.8301708102226257,0.8392358422279358
12,Дoбавить в избраннoе,2.1177620887756348,2.1547698974609375,2.1109321117401123,2.128635883331299,2.072772264480591,2.121851921081543,2.0931193828582764,2.1542539596557617,2.1283342838287354,2.165464401245117
13,"У нас же у всех есть руки и ноги, или я что-то пропустил?",1.1502532958984375,1.0709953308105469,1.0595206022262573,1.0282305479049683,0.956596314907074,0.9554060101509094,0.9677066206932068,0.8759333491325378,0.9057105183601379,0.8565422296524048
14,Диджитал. Завершено,2.014866590499878,1.8578705787658691,1.8177756071090698,1.7435096502304077,1.9010204076766968,1.8758872747421265,1.7999101877212524,1.7996379137039185,1.7552200555801392,1.81044340133667
15,Откуда вы знаете?,0.7415757775306702,0.7779355049133301,0.7317419648170471,0.5983883142471313,0.6515346169471741,0.6266030669212341,0.6311633586883545,0.6200169324874878,0.5693701505661011,0.5819140672683716
16,"И если вы когда-либо были на совещании, где вам отводилась роль статиста, этакой ""наседки"", вы можете увидеть человека, который ждёт, пока все отвернутся, и потом быстро проверяет, нет ли новых сообщений.",1.2472532987594604,1.1150524616241455,1.03446626663208,1.0538126230239868,1.0055298805236816,0.9966382384300232,0.997865617275238,0.9614711403846741,0.9632270932197571,0.9490808248519897
17,Ты уверен?,1.0574826002120972,1.0210778713226318,1.103319525718689,1.0844517946243286,0.9797002077102661,0.9421659111976624,1.0052107572555542,0.9249027967453003,0.9113407731056213,0.8991290926933289
18,"Он сказал им: кто разведется с женою своею и женится на другой, тот прелюбодействует от нее;",1.218387246131897,0.9998360276222229,0.8773738741874695,0.9127404689788818,0.8956930041313171,0.8674500584602356,0.8806391358375549,0.8767624497413635,0.8345410823822021,0.8300639390945435
19,"В последние несколько лет я заинтересовался наукой мотивации человека, в особенности динамикой внешних стимулов и стимулов внутренних.",0.9877119064331055,0.8769542574882507,0.791803240776062,0.8109186291694641,0.8348062038421631,0.8217120170593262,0.7820889353752136,0.7487077713012695,0.7534584999084473,0.7448320984840393
20,"Пару недель назад, Я говорил на Campus Outreach Национальной конференции об ответственности каждого верующего евангелизации. Мой текст был 2 Кор 5:18-21. Вот видео из этой сессии.",1.4107072353363037,1.3222025632858276,1.2549335956573486,1.2308496236801147,1.1744637489318848,1.1477588415145874,1.1689924001693726,1.1104059219360352,1.0921285152435303,1.0929999351501465
21,А зачем мне?,1.331923484802246,1.2240726947784424,1.019258737564087,1.1734507083892822,0.9788729548454285,1.0289952754974365,1.1051067113876343,0.9942233562469482,1.0394197702407837,1.0542820692062378
22,"И если хотите принять, он есть Илия, которому должно придти.",1.070326566696167,0.9712098240852356,0.9941800236701965,1.0303336381912231,1.0105680227279663,1.0127025842666626,0.9659858345985413,0.9871584177017212,0.9716683626174927,0.9691125154495239
23,В смысле?,1.2153557538986206,1.1980347633361816,1.2167925834655762,1.1793804168701172,1.1676093339920044,1.1260548830032349,1.0312052965164185,1.1217259168624878,1.0242183208465576,1.058937907218933
24,- Что это значит?,0.9465768337249756,0.7901335954666138,0.710162341594696,0.6248514652252197,0.5756032466888428,0.5686571002006531,0.5948072075843811,0.5905484557151794,0.571700394153595,0.5829644799232483
